chrom	exonCount	exonStarts	exonEnds	name2
chr4	24	"102501328,102525511,102529835,102533847,102537857,102566986,102576875,102578880,102580534,102582865,102584681,102593424,102594891,102596137,102597519,102600894,102606495,102607149,102607648,102610574,102612043,102612433,102613424,102616433,"	"102501788,102525557,102529914,102533885,102537956,102567135,102577039,102579039,102580639,102582957,102584820,102593568,102594981,102596332,102597661,102601009,102606697,102607319,102607751,102610699,102612110,102612606,102613581,102617302,"	NFKB1
chr4	24	"102501328,102525511,102529835,102533844,102537857,102566986,102576875,102578880,102580534,102582865,102584681,102593424,102594891,102596137,102597519,102600894,102606495,102607149,102607648,102610574,102612043,102612433,102613424,102616433,"	"102501788,102525557,102529914,102533885,102537956,102567135,102577039,102579039,102580639,102582957,102584820,102593568,102594981,102596332,102597661,102601009,102606697,102607319,102607751,102610699,102612110,102612606,102613581,102617302,"	NFKB1
chr4	24	"102501897,102525511,102529835,102533847,102537857,102566986,102576875,102578880,102580534,102582865,102584681,102593424,102594891,102596137,102597519,102600894,102606495,102607149,102607648,102610574,102612043,102612433,102613424,102616433,"	"102502167,102525557,102529914,102533885,102537956,102567135,102577039,102579039,102580639,102582957,102584820,102593568,102594981,102596332,102597661,102601009,102606697,102607319,102607751,102610699,102612110,102612606,102613581,102617302,"	NFKB1
chr4	3	"105145874,105190359,105233896,"	"105146086,105190505,105242771,"	TET2
chr4	11	"152321257,152324183,152326005,152328207,152329671,152330731,152332595,152337801,152346929,152350041,152352469,"	"152323149,152324394,152326231,152328389,152329785,152330868,152332719,152337936,152347071,152350124,152352958,"	FBXW7
chr4	11	"152321257,152324183,152326005,152328207,152329671,152330731,152332595,152337801,152346929,152350041,152382188,"	"152323149,152324394,152326231,152328389,152329785,152330868,152332719,152337936,152347071,152350124,152382512,"	FBXW7
chr4	12	"168832004,168877722,168890921,168894578,168898492,168903756,168913926,168915894,168921533,168924254,168924944,168926212,"	"168832171,168878394,168891057,168894677,168898714,168903906,168914021,168916027,168921741,168924420,168925078,168928457,"	PALLD
chr5	24	"80654647,80656410,80665142,80670096,80672243,80672740,80674982,80678926,80725452,80728850,80741463,80744505,80761545,80767932,80768834,80775693,80778719,80787564,80792732,80813583,80854129,80864812,80873115,80875750,"	"80654964,80656531,80665363,80670309,80672360,80672858,80675128,80679093,80725565,80728965,80741548,80744615,80761678,80768120,80769003,80775758,80778836,80787672,80792844,80813741,80854316,80864942,80873287,80876815,"	MSH3
chr5	36	"168661732,168669782,168671197,168673176,168683965,168685686,168686978,168692606,168696291,168700581,168707975,168710894,168712282,168722255,168722932,168724415,168748301,168749471,168752954,168753863,168760861,168762538,168772780,168774234,168785906,168789559,168795506,168806445,168817299,168823259,168844583,168883264,169193478,169244704,169251387,169300512,"	"168666689,168669991,168671483,168673331,168684096,168685927,168687116,168692700,168696431,168700679,168708121,168711058,168712354,168722327,168723004,168724484,168748434,168749635,168753098,168754007,168760936,168762689,168772944,168774378,168785978,168789631,168795578,168806587,168817463,168823331,168844655,168883336,169193550,169244776,169251459,169301129,"	SLIT3
chr5	36	"168661732,168669782,168671197,168673176,168683965,168685686,168686978,168692606,168696291,168700581,168707975,168710894,168712282,168722255,168722932,168724415,168748301,168749471,168752954,168753863,168760861,168762538,168772780,168774234,168785906,168789559,168795506,168806445,168817299,168823259,168844583,168883264,169193478,169244704,169251387,169300512,"	"168666689,168669991,168671483,168673331,168684096,168685927,168687116,168692700,168696431,168700679,168708100,168711058,168712354,168722327,168723004,168724484,168748434,168749635,168753098,168754007,168760936,168762689,168772944,168774378,168785978,168789631,168795578,168806587,168817463,168823331,168844655,168883336,169193550,169244776,169251459,169301129,"	SLIT3
chr5	24	"177133078,177135086,177135940,177191883,177204119,177209635,177235820,177238236,177239755,177244194,177246677,177248180,177251729,177256950,177259988,177267561,177269601,177273671,177280564,177282464,177283786,177288818,177291953,177293831,"	"177133154,177135200,177136030,177192019,177204292,177212195,177235945,177238507,177239865,177244270,177246796,177248324,177251853,177257151,177260168,177267718,177269807,177273784,177280834,177282581,177283928,177288925,177292158,177300213,"	NSD1
chr5	23	"177133831,177135086,177191883,177204119,177209635,177235820,177238236,177239755,177244194,177246677,177248180,177251729,177256950,177259988,177267561,177269601,177273671,177280564,177282464,177283786,177288818,177291953,177293831,"	"177133952,177136030,177192019,177204292,177212195,177235945,177238507,177239865,177244270,177246796,177248324,177251853,177257151,177260168,177267718,177269807,177273784,177280834,177282581,177283928,177288925,177292158,177300213,"	NSD1
chr5	39	"38937919,38942832,38944445,38944912,38945490,38946467,38947263,38949355,38949711,38952195,38952984,38953460,38954773,38955594,38957651,38958442,38958666,38959194,38959778,38960397,38962314,38962484,38962875,38964791,38966640,38967160,38967336,38967942,38971876,38975536,38978582,38981866,38990948,38996818,39002534,39003557,39021038,39074110,39074328,"	"38942378,38942971,38944569,38945068,38945724,38946552,38947441,38949427,38950720,38952425,38953091,38953553,38954861,38955704,38957730,38958519,38958831,38959321,38959978,38960533,38962361,38962586,38963041,38964892,38966721,38967227,38967427,38968030,38971959,38975604,38978650,38982036,38991075,38996882,39002666,39003622,39021136,39074158,39074408,"	RICTOR
chr5	38	"38937919,38942832,38944445,38944912,38945490,38946467,38947263,38949711,38952195,38952984,38953460,38954773,38955594,38957651,38958442,38958666,38959194,38959778,38960397,38962314,38962484,38962875,38964791,38966640,38967160,38967336,38967942,38971876,38975536,38978582,38981866,38990948,38996818,39002534,39003557,39021038,39074110,39074328,"	"38942378,38942971,38944569,38945068,38945724,38946552,38947441,38950720,38952425,38953091,38953553,38954861,38955704,38957730,38958519,38958831,38959321,38959978,38960533,38962361,38962586,38963041,38964892,38966721,38967227,38967427,38968030,38971959,38975604,38978650,38982036,38991075,38996882,39002666,39003622,39021136,39074158,39074408,"	RICTOR
chr5	38	"38937919,38942832,38944445,38944912,38945490,38946467,38947263,38949711,38952195,38952984,38953460,38954773,38955594,38957651,38958442,38958666,38959194,38959778,38960397,38962314,38962484,38962875,38964791,38966640,38967160,38967336,38967942,38971876,38975536,38978582,38981866,38990948,38996818,39002534,39003557,39021038,39074110,39074328,"	"38942378,38942971,38944569,38945068,38945610,38946552,38947441,38950720,38952425,38953091,38953553,38954861,38955704,38957730,38958519,38958831,38959321,38959978,38960533,38962361,38962586,38963041,38964892,38966721,38967227,38967427,38968030,38971959,38975604,38978648,38982036,38991075,38996882,39002666,39003622,39021136,39074158,39074408,"	RICTOR
chr5	20	"56815072,56856599,56859714,56864733,56865339,56865828,56871909,56872640,56872824,56875031,56878979,56880710,56881082,56881569,56883526,56884663,56885931,56887377,56888225,56893530,"	"56816055,56856750,56859915,56864934,56865456,56865977,56872031,56872722,56873005,56875310,56879101,56880802,56881272,56882866,56883679,56884826,56886063,56887520,56888357,56896152,"	MAP3K1
chr5	16	"68215755,68226289,68273389,68273938,68279601,68280527,68280926,68292258,68293100,68293302,68293708,68294535,68295147,68295419,68296170,68297411,"	"68215949,68227009,68273482,68274013,68279733,68280729,68281006,68292361,68293199,68293483,68293834,68294678,68295324,68295488,68296341,68301821,"	PIK3R1
chr5	10	"68288423,68292258,68293100,68293302,68293708,68294535,68295147,68295419,68296170,68297411,"	"68288751,68292361,68293199,68293483,68293834,68294678,68295324,68295488,68296341,68301821,"	PIK3R1
chr5	25	"87268252,87331347,87332506,87333266,87337973,87341289,87346671,87349213,87353156,87362550,87363347,87369812,87372117,87374162,87374839,87376392,87376880,87378395,87379734,87380508,87383712,87385300,87386825,87389392,87390799,"	"87268990,87331500,87332642,87333337,87338091,87341321,87346724,87349364,87353235,87362671,87363504,87369900,87372195,87374320,87374916,87376565,87377040,87378538,87379850,87380595,87383780,87385389,87386903,87389527,87391926,"	RASA1
chr5	25	"87268923,87331347,87332506,87333266,87337973,87341289,87346671,87349213,87353156,87362550,87363347,87369812,87372117,87374162,87374839,87376392,87376880,87378395,87379734,87380508,87383712,87385300,87386825,87389392,87390799,"	"87269055,87331500,87332642,87333337,87338091,87341321,87346724,87349364,87353235,87362671,87363504,87369900,87372195,87374320,87374916,87376565,87377040,87378538,87379850,87380595,87383780,87385389,87386903,87389527,87391926,"	RASA1
chr5	14	"112707504,112766325,112767188,112775628,112780789,112801278,112815494,112818965,112821895,112827107,112827928,112828855,112834950,112837552,"	"112707882,112766410,112767390,112775737,112780903,112801383,112815593,112819344,112821991,112827247,112828006,112828972,112835165,112846239,"	APC
chr5	21	"132875378,132883339,132885075,132886309,132887520,132887845,132888096,132889078,132892163,132893029,132896322,132898229,132899103,132899586,132902441,132904367,132927120,132932177,132934146,132937066,132963258,"	"132881186,132883560,132885119,132886403,132887592,132887982,132888160,132889173,132892404,132893118,132897240,132898392,132899141,132899641,132902487,132904404,132927207,132932222,132934941,132937193,132963662,"	AFF4
chr5	17	"138753385,138781922,138810037,138812182,138824529,138827514,138886211,138887489,138904348,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138933801,"	"138753510,138782029,138810204,138812302,138824799,138827718,138886292,138887642,138904441,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138935034,"	CTNNA1
chr5	18	"138753385,138781922,138783176,138810100,138812182,138824529,138827514,138886211,138887489,138904348,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138933801,"	"138753510,138782029,138783272,138810204,138812302,138824799,138827718,138886292,138887642,138904441,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138935034,"	CTNNA1
chr5	17	"138753385,138781922,138783176,138810037,138812182,138824529,138827514,138886211,138887489,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138933801,"	"138753510,138782029,138783372,138810204,138812302,138824799,138827718,138886292,138887642,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138935034,"	CTNNA1
chr5	18	"138753385,138781922,138783176,138810037,138812182,138824529,138827514,138886211,138887489,138904348,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138933828,"	"138753510,138782029,138783372,138810204,138812302,138824799,138827718,138886292,138887642,138904441,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138935034,"	CTNNA1
chr5	18	"138753385,138781922,138783176,138810037,138812182,138824529,138827514,138886211,138887489,138904348,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138933801,"	"138753510,138782029,138783372,138810204,138812302,138824799,138827718,138886292,138887642,138904441,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138935034,"	CTNNA1
chr5	19	"138753385,138781922,138783176,138810037,138812182,138824529,138827514,138886211,138887489,138904348,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138932887,138933801,"	"138753510,138782029,138783372,138810204,138812302,138824799,138827718,138886292,138887642,138904441,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138932958,138935034,"	CTNNA1
chr5	19	"138753385,138754693,138781922,138783176,138810037,138812182,138824529,138827514,138886211,138887489,138904348,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138933801,"	"138753510,138754711,138782029,138783372,138810204,138812302,138824799,138827718,138886292,138887642,138904441,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138935034,"	CTNNA1
chr5	19	"138753385,138754693,138781922,138783176,138810037,138812182,138824529,138827514,138886211,138887489,138904348,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138933801,"	"138753510,138755163,138782029,138783372,138810204,138812302,138824799,138827718,138886292,138887642,138904441,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138935034,"	CTNNA1
chr5	18	"138753821,138781922,138783176,138810037,138812182,138824529,138827514,138886211,138887489,138904348,138917741,138924509,138925255,138929245,138930472,138930829,138932577,138933801,"	"138754098,138782029,138783372,138810204,138812302,138824799,138827718,138886292,138887642,138904441,138917898,138924710,138925407,138929356,138930654,138930935,138932712,138935034,"	CTNNA1
chr5	21	"150053290,150054321,150055236,150056025,150056218,150057286,150057503,150059699,150060861,150061490,150061722,150068214,150069872,150070181,150070455,150073300,150077275,150078111,150080051,150080766,150086378,"	"150054224,150054430,150055336,150056137,150056341,150057384,150057592,150059862,150060972,150061595,150061849,150068330,150070063,150070302,150070571,150073493,150077435,150078248,150080336,150081024,150086640,"	CSF1R
chr5	20	"150053290,150054321,150055236,150056025,150056218,150057286,150057503,150060861,150061490,150061722,150068214,150069872,150070181,150070455,150073300,150077275,150078111,150080051,150080766,150086378,"	"150054224,150054430,150055336,150056137,150056341,150057384,150057592,150060972,150061595,150061849,150068330,150070063,150070302,150070571,150073493,150077435,150078248,150080336,150081024,150086640,"	CSF1R
chr5	22	"150053290,150054321,150055236,150056025,150056218,150057286,150057503,150059699,150060861,150061490,150061722,150068214,150069872,150070181,150070455,150073300,150077275,150078111,150080051,150080766,150086378,150113260,"	"150054224,150054430,150055336,150056137,150056341,150057384,150057592,150059862,150060972,150061595,150061849,150068330,150070063,150070302,150070571,150073493,150077435,150078248,150080336,150081024,150086607,150113372,"	CSF1R
chr5	30	"180601505,180608967,180609904,180611330,180612505,180613010,180614067,180616366,180616899,180618769,180619020,180619252,180619664,180620172,180620608,180620875,180621105,180621541,180622730,180623934,180625868,180626110,180628881,180629258,180629695,180629942,180630224,180630554,180631681,180649487,"	"180603390,180609053,180610025,180611479,180612611,180613110,180614179,180616489,180616994,180618920,180619109,180619366,180619769,180620308,180620715,180621007,180621252,180621904,180622839,180624061,180626031,180626265,180628999,180629427,180629835,180630105,180630337,180630799,180631778,180649624,"	FLT4
